sample_id,path,filename,split,crack_count,class_id,cluster_center_x,cluster_center_y,cluster_half_size_x,cluster_half_size_y,mean_length,length_spread,mean_angle_deg,angle_spread_deg,shape,dtype
000089,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_6.0_10.0_10.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_6.0_10.0_10.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,6.0,10.0,10.0,2x1723x501,float32
000090,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_2.0_10.0_10.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_2.0_10.0_10.0.npy,train,4,1,0.0,-150.0,250.0,150.0,25.0,2.0,10.0,10.0,2x1723x501,float32
000091,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_2.0_-6.0_-6.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_2.0_-6.0_-6.0.npy,train,5,2,0.0,-150.0,250.0,150.0,40.0,2.0,-6.0,-6.0,2x1723x501,float32
000092,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-18.0_-18.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-18.0_-18.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,2.0,-18.0,-18.0,2x1723x501,float32
000093,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_6.0_-14.0_-14.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_6.0_-14.0_-14.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,6.0,-14.0,-14.0,2x1723x501,float32
000094,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_4.0_-4.0_-4.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_4.0_-4.0_-4.0.npy,train,5,2,0.0,-150.0,250.0,150.0,40.0,4.0,-4.0,-4.0,2x1723x501,float32
000095,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-2.0_-2.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-2.0_-2.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,2.0,-2.0,-2.0,2x1723x501,float32
000096,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_4.0_6.0_6.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_4.0_6.0_6.0.npy,train,5,2,0.0,-150.0,250.0,150.0,40.0,4.0,6.0,6.0,2x1723x501,float32
000097,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_4.0_10.0_10.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_4.0_10.0_10.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,4.0,10.0,10.0,2x1723x501,float32
000098,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_2.0_-14.0_-14.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_2.0_-14.0_-14.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,2.0,-14.0,-14.0,2x1723x501,float32
000099,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_2.0_14.0_14.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_2.0_14.0_14.0.npy,train,4,1,0.0,-150.0,250.0,150.0,35.0,2.0,14.0,14.0,2x1723x501,float32
000100,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_6.0_18.0_18.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_6.0_18.0_18.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,6.0,18.0,18.0,2x1723x501,float32
000101,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_6.0_-10.0_-10.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_6.0_-10.0_-10.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,6.0,-10.0,-10.0,2x1723x501,float32
000102,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_-16.0_-16.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_-16.0_-16.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,4.0,-16.0,-16.0,2x1723x501,float32
000103,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_2.0_12.0_12.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_2.0_12.0_12.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,2.0,12.0,12.0,2x1723x501,float32
000104,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_2.0_-16.0_-16.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_2.0_-16.0_-16.0.npy,train,4,1,0.0,-150.0,250.0,150.0,25.0,2.0,-16.0,-16.0,2x1723x501,float32
000105,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_4.0_16.0_16.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_4.0_16.0_16.0.npy,train,3,0,0.0,-150.0,250.0,150.0,30.0,4.0,16.0,16.0,2x1723x501,float32
000106,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_10.0_10.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_10.0_10.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,2.0,10.0,10.0,2x1723x501,float32
000107,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_2.0_-6.0_-6.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_2.0_-6.0_-6.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,2.0,-6.0,-6.0,2x1723x501,float32
000108,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_4.0_-4.0_-4.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_4.0_-4.0_-4.0.npy,train,4,1,0.0,-150.0,250.0,150.0,25.0,4.0,-4.0,-4.0,2x1723x501,float32
000109,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_4.0_16.0_16.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_4.0_16.0_16.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,4.0,16.0,16.0,2x1723x501,float32
000110,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_2.0_8.0_8.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_2.0_8.0_8.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,2.0,8.0,8.0,2x1723x501,float32
000111,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_4.0_2.0_2.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_4.0_2.0_2.0.npy,train,3,0,0.0,-150.0,250.0,150.0,30.0,4.0,2.0,2.0,2x1723x501,float32
000112,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_2.0_2.0_2.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_2.0_2.0_2.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,2.0,2.0,2.0,2x1723x501,float32
000113,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_6.0_-2.0_-2.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_6.0_-2.0_-2.0.npy,train,3,0,0.0,-150.0,250.0,150.0,30.0,6.0,-2.0,-2.0,2x1723x501,float32
000114,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_4.0_14.0_14.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_4.0_14.0_14.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,4.0,14.0,14.0,2x1723x501,float32
000115,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_-6.0_-6.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_-6.0_-6.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,4.0,-6.0,-6.0,2x1723x501,float32
000116,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_2.0_-4.0_-4.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_2.0_-4.0_-4.0.npy,train,5,2,0.0,-150.0,250.0,150.0,40.0,2.0,-4.0,-4.0,2x1723x501,float32
000117,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_4.0_-10.0_-10.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_4.0_-10.0_-10.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,4.0,-10.0,-10.0,2x1723x501,float32
000118,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_-10.0_-10.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_-10.0_-10.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,4.0,-10.0,-10.0,2x1723x501,float32
000119,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_18.0_18.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_18.0_18.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,2.0,18.0,18.0,2x1723x501,float32
000120,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-4.0_-4.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-4.0_-4.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,2.0,-4.0,-4.0,2x1723x501,float32
000121,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_-4.0_-4.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_-4.0_-4.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,4.0,-4.0,-4.0,2x1723x501,float32
000122,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_6.0_-2.0_-2.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_6.0_-2.0_-2.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,6.0,-2.0,-2.0,2x1723x501,float32
000123,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_-6.0_-6.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_-6.0_-6.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,2.0,-6.0,-6.0,2x1723x501,float32
000124,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_6.0_10.0_10.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_6.0_10.0_10.0.npy,train,4,1,0.0,-150.0,250.0,150.0,35.0,6.0,10.0,10.0,2x1723x501,float32
000125,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_18.0_18.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_18.0_18.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,4.0,18.0,18.0,2x1723x501,float32
000126,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_-2.0_-2.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_-2.0_-2.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,4.0,-2.0,-2.0,2x1723x501,float32
000127,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_6.0_14.0_14.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_6.0_14.0_14.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,6.0,14.0,14.0,2x1723x501,float32
000128,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_6.0_6.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_6.0_6.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,6.0,6.0,6.0,2x1723x501,float32
000129,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_2.0_14.0_14.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_2.0_14.0_14.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,2.0,14.0,14.0,2x1723x501,float32
000130,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_4.0_-8.0_-8.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_4.0_-8.0_-8.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,4.0,-8.0,-8.0,2x1723x501,float32
000131,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_4.0_14.0_14.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_4.0_14.0_14.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,4.0,14.0,14.0,2x1723x501,float32
000132,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_4.0_12.0_12.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_4.0_12.0_12.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,4.0,12.0,12.0,2x1723x501,float32
000133,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_14.0_14.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_14.0_14.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,2.0,14.0,14.0,2x1723x501,float32
000134,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_4.0_18.0_18.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_4.0_18.0_18.0.npy,train,5,2,0.0,-150.0,250.0,150.0,40.0,4.0,18.0,18.0,2x1723x501,float32
000135,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_2.0_8.0_8.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_2.0_8.0_8.0.npy,train,5,2,0.0,-150.0,250.0,150.0,40.0,2.0,8.0,8.0,2x1723x501,float32
000136,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_2.0_-10.0_-10.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_2.0_-10.0_-10.0.npy,train,3,0,0.0,-150.0,250.0,150.0,30.0,2.0,-10.0,-10.0,2x1723x501,float32
000137,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_-10.0_-10.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_-10.0_-10.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,4.0,-10.0,-10.0,2x1723x501,float32
000138,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_6.0_16.0_16.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_6.0_16.0_16.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,6.0,16.0,16.0,2x1723x501,float32
000139,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_2.0_2.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_2.0_2.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,4.0,2.0,2.0,2x1723x501,float32
000140,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_-16.0_-16.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_-16.0_-16.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,6.0,-16.0,-16.0,2x1723x501,float32
000141,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_2.0_4.0_4.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_2.0_4.0_4.0.npy,train,4,1,0.0,-150.0,250.0,150.0,35.0,2.0,4.0,4.0,2x1723x501,float32
000142,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_6.0_12.0_12.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_6.0_12.0_12.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,6.0,12.0,12.0,2x1723x501,float32
000143,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_-14.0_-14.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_-14.0_-14.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,4.0,-14.0,-14.0,2x1723x501,float32
000144,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_6.0_4.0_4.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_6.0_4.0_4.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,6.0,4.0,4.0,2x1723x501,float32
000145,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_4.0_10.0_10.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_4.0_10.0_10.0.npy,train,5,2,0.0,-150.0,250.0,150.0,40.0,4.0,10.0,10.0,2x1723x501,float32
000146,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_2.0_-8.0_-8.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_2.0_-8.0_-8.0.npy,train,4,1,0.0,-150.0,250.0,150.0,25.0,2.0,-8.0,-8.0,2x1723x501,float32
000147,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_16.0_16.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_16.0_16.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,4.0,16.0,16.0,2x1723x501,float32
000148,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_2.0_0.0_0.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_2.0_0.0_0.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,2.0,0.0,0.0,2x1723x501,float32
000149,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_6.0_14.0_14.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_6.0_14.0_14.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,6.0,14.0,14.0,2x1723x501,float32
000150,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-6.0_-6.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-6.0_-6.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,2.0,-6.0,-6.0,2x1723x501,float32
000151,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_6.0_0.0_0.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_6.0_0.0_0.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,6.0,0.0,0.0,2x1723x501,float32
000152,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_4.0_-18.0_-18.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_4.0_-18.0_-18.0.npy,train,4,1,0.0,-150.0,250.0,150.0,25.0,4.0,-18.0,-18.0,2x1723x501,float32
000153,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_2.0_16.0_16.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_2.0_16.0_16.0.npy,train,4,1,0.0,-150.0,250.0,150.0,25.0,2.0,16.0,16.0,2x1723x501,float32
000154,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_6.0_-18.0_-18.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_6.0_-18.0_-18.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,6.0,-18.0,-18.0,2x1723x501,float32
000155,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_2.0_0.0_0.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_2.0_0.0_0.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,2.0,0.0,0.0,2x1723x501,float32
000156,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_6.0_-8.0_-8.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_6.0_-8.0_-8.0.npy,train,4,1,0.0,-150.0,250.0,150.0,25.0,6.0,-8.0,-8.0,2x1723x501,float32
000157,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_2.0_8.0_8.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_2.0_8.0_8.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,2.0,8.0,8.0,2x1723x501,float32
000158,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_-12.0_-12.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_-12.0_-12.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,4.0,-12.0,-12.0,2x1723x501,float32
000159,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_6.0_18.0_18.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_6.0_18.0_18.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,6.0,18.0,18.0,2x1723x501,float32
000160,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_2.0_-2.0_-2.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_2.0_-2.0_-2.0.npy,train,3,0,0.0,-150.0,250.0,150.0,30.0,2.0,-2.0,-2.0,2x1723x501,float32
000161,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_4.0_4.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_4.0_4.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,6.0,4.0,4.0,2x1723x501,float32
000162,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_-4.0_-4.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_-4.0_-4.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,4.0,-4.0,-4.0,2x1723x501,float32
000163,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_2.0_2.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_2.0_2.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,2.0,2.0,2.0,2x1723x501,float32
000164,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_6.0_8.0_8.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_6.0_8.0_8.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,6.0,8.0,8.0,2x1723x501,float32
000165,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_-6.0_-6.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_-6.0_-6.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,4.0,-6.0,-6.0,2x1723x501,float32
000166,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_4.0_-2.0_-2.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_4.0_-2.0_-2.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,4.0,-2.0,-2.0,2x1723x501,float32
000167,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_-6.0_-6.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_-6.0_-6.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,4.0,-6.0,-6.0,2x1723x501,float32
000168,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_4.0_6.0_6.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_4.0_6.0_6.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,4.0,6.0,6.0,2x1723x501,float32
000169,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_-2.0_-2.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_-2.0_-2.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,2.0,-2.0,-2.0,2x1723x501,float32
000170,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_6.0_14.0_14.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_6.0_14.0_14.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,6.0,14.0,14.0,2x1723x501,float32
000171,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_6.0_6.0_6.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_6.0_6.0_6.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,6.0,6.0,6.0,2x1723x501,float32
000172,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_4.0_-10.0_-10.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_4.0_-10.0_-10.0.npy,train,4,1,0.0,-150.0,250.0,150.0,25.0,4.0,-10.0,-10.0,2x1723x501,float32
000173,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_6.0_8.0_8.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_6.0_8.0_8.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,6.0,8.0,8.0,2x1723x501,float32
000174,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_2.0_4.0_4.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_2.0_4.0_4.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,2.0,4.0,4.0,2x1723x501,float32
000175,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_4.0_-12.0_-12.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_4.0_-12.0_-12.0.npy,train,3,0,0.0,-150.0,250.0,150.0,30.0,4.0,-12.0,-12.0,2x1723x501,float32
000176,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_2.0_-10.0_-10.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_2.0_-10.0_-10.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,2.0,-10.0,-10.0,2x1723x501,float32
000177,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_6.0_-4.0_-4.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_6.0_-4.0_-4.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,6.0,-4.0,-4.0,2x1723x501,float32
000178,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_18.0_18.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_18.0_18.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,4.0,18.0,18.0,2x1723x501,float32
